男,20-30歲,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,,"2019-03-03 14:22:46",517,140.115.236.39,,,,
女,20-30歲,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,"2019-03-04 11:50:39",37,140.115.236.39,,,,
男,20-30歲,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,"2019-03-04 12:01:12",42,111.250.210.193,,,,
女,20-30歲,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-04 12:02:10",472,114.39.158.105,,,,
女,20-30歲,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-04 12:02:16",58,123.205.144.139,,,,
女,20-30歲,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,,"2019-03-04 12:02:27",34,223.140.88.99,,,,
男,20-30歲,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,"2019-03-04 12:03:05",45,114.137.130.2,,,,
女,20-30歲,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-04 12:21:32",32,111.82.90.247,,,,
女,20-30歲,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,青菜,"2019-03-04 12:26:32",74,101.8.233.227,,,,
女,20-30歲,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,蔬菜,"2019-03-04 12:29:52",106,111.241.215.29,,,,
女,20-30歲,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-04 12:30:30",51,27.246.224.121,,,,
男,20-30歲,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,,"2019-03-04 12:31:52",3505,42.72.177.238,,,,
女,20-30歲,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,,"2019-03-04 12:32:27",36,111.185.154.242,,,,
女,20-30歲,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,,"2019-03-04 12:47:02",102,111.82.68.68,,,,
女,20-30歲,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,蔬菜,"2019-03-04 12:48:51",69,110.26.135.120,,,,
女,未滿20歲,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-04 12:49:45",54,1.162.253.104,,,,
女,20-30歲,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,,"2019-03-04 12:57:56",43,114.136.191.164,,,,
女,未滿20歲,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,,"2019-03-04 12:59:39",105,118.150.119.153,,,,
女,30-40歲,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,,"2019-03-04 13:17:34",164,118.170.126.94,,,,
女,20-30歲,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-04 13:22:24",42,140.112.225.151,,,,
女,20-30歲,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,,"2019-03-04 13:28:13",89,36.239.70.222,,,,
女,20-30歲,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,青菜,"2019-03-04 13:32:18",171,111.83.152.7,,,,
男,20-30歲,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,,"2019-03-04 13:34:09",84,118.165.124.171,,,,
男,50-60歲,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,,"2019-03-04 13:42:18",86,36.239.70.222,,,,
男,20-30歲,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-04 13:44:27",81,122.147.252.194,,,,
男,30-40歲,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,,"2019-03-04 13:46:38",46,122.147.214.186,,,,
男,20-30歲,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,,"2019-03-04 13:47:04",35,111.82.91.115,,,,
男,30-40歲,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,橄欖油,"2019-03-04 13:49:21",266,220.133.109.219,,,,
男,30-40歲,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,,"2019-03-04 13:53:53",46,223.141.67.74,,,,
女,20-30歲,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,蒜頭,"2019-03-04 13:54:06",110,115.82.99.22,,,,
男,30-40歲,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-04 13:54:48",37,220.132.207.124,,,,
男,30-40歲,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-04 13:55:59",57,76.127.95.41,,,,
男,20-30歲,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,,"2019-03-04 13:56:51",563,60.251.61.121,,,,
男,20-30歲,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,,"2019-03-04 13:57:44",53,42.75.160.81,,,,
女,20-30歲,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-04 13:58:11",334,218.255.228.126,,,,
男,30-40歲,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,,"2019-03-04 14:05:40",44,118.163.73.187,,,,
女,30-40歲,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,,"2019-03-04 14:06:39",54,203.69.10.7,,,,
男,40-50歲,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-04 14:09:12",55,39.10.104.133,,,,
女,20-30歲,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-04 14:18:32",104,42.77.79.29,,,,
男,40-50歲,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,,"2019-03-04 14:20:01",104,49.216.0.208,,,,
男,30-40歲,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,葉菜,"2019-03-04 15:03:36",76,101.13.196.163,,,,
女,20-30歲,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-04 15:31:17",52,140.113.136.220,,,,
女,20-30歲,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,,"2019-03-04 15:38:09",68,115.82.117.97,,,,
女,20-30歲,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,,"2019-03-04 16:28:30",58,180.218.15.48,,,,
女,未滿20歲,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-04 16:29:48",69,140.112.238.210,,,,
女,20-30歲,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,"2019-03-04 16:31:56",79,118.171.236.16,,,,
女,20-30歲,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,,"2019-03-04 16:32:07",156,27.52.198.243,,,,
女,未滿20歲,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,,"2019-03-04 16:54:11",54,114.198.162.109,,,,
男,20-30歲,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,各種蔬菜,"2019-03-04 18:09:44",91,140.115.236.39,,,,
女,20-30歲,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-04 20:12:23",84,1.168.78.113,,,,
女,20-30歲,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-04 21:33:12",63,114.136.236.116,,,,
女,20-30歲,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,,"2019-03-04 21:56:53",192,210.6.35.12,,,,
女,未滿20歲,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,,"2019-03-04 22:21:36",72,101.12.228.62,,,,
女,30-40歲,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,,"2019-03-05 02:33:11",42,118.160.98.202,,,,
男,30-40歲,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-05 02:37:37",6093,76.64.94.138,,,,
男,20-30歲,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,"2019-03-05 09:52:09",23,42.75.176.50,,,,
男,20-30歲,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,,"2019-03-05 09:52:35",42,27.242.224.43,,,,
男,20-30歲,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2019-03-05 09:54:22",71,140.115.236.39,,,,
女,30-40歲,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,"2019-03-05 09:56:13",81,118.171.179.101,,,,
男,20-30歲,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,,"2019-03-05 09:58:22",45,223.141.206.166,,,,
女,20-30歲,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,,"2019-03-05 09:59:07",55,59.120.98.195,,,,
女,30-40歲,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,鬆餅粉,"2019-03-05 10:04:44",131,61.218.44.30,,,,
男,20-30歲,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-05 10:10:48",36,223.137.23.102,,,,
女,30-40歲,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,,"2019-03-05 10:15:50",52,61.219.55.197,,,,
男,30-40歲,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-05 10:17:52",48,114.137.20.241,,,,
女,30-40歲,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-05 10:26:52",81,114.137.95.166,,,,
女,30-40歲,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,,"2019-03-05 10:35:57",119,101.9.169.98,,,,
男,20-30歲,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,,"2019-03-05 10:41:40",33,115.82.130.179,,,,
女,30-40歲,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,,"2019-03-05 10:43:49",74,27.52.73.184,,,,
女,30-40歲,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,"2019-03-05 10:47:43",52,1.164.7.137,,,,
女,30-40歲,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,,"2019-03-05 10:50:33",114,140.115.236.39,,,,
男,20-30歲,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,,"2019-03-05 11:50:24",46,180.176.82.145,,,,
女,30-40歲,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,,"2019-03-05 12:26:45",55,223.136.8.76,,,,
女,20-30歲,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,"2019-03-05 12:51:03",36,140.115.227.77,,,,
男,30-40歲,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,,"2019-03-05 13:02:11",40,223.140.32.8,,,,
女,30-40歲,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,,"2019-03-05 13:49:23",69,36.231.130.6,,,,
男,20-30歲,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,,"2019-03-05 13:49:45",57,36.239.206.142,,,,
男,30-40歲,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"2019-03-05 13:50:21",31,114.37.152.127,,,,
男,20-30歲,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,,"2019-03-05 14:50:38",62,39.10.141.4,,,,
男,20-30歲,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,"2019-03-05 15:34:29",50,123.195.46.64,,,,
男,20-30歲,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,,"2019-03-05 16:54:37",44,60.250.200.85,,,,
女,60歲以上,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,,"2019-03-06 11:51:51",189,49.214.211.237,,,,
女,20-30歲,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-06 12:13:00",138,73.103.82.44,,,,
男,40-50歲,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,蔥，薑，蒜,"2019-03-06 12:22:27",68,101.9.165.192,,,,
男,20-30歲,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,,"2019-03-06 12:22:39",54,39.9.66.65,,,,
男,40-50歲,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-06 12:55:57",43,101.137.30.86,,,,
男,50-60歲,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,,"2019-03-06 13:04:27",131,101.10.25.9,,,,
女,50-60歲,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,青菜類,"2019-03-06 13:24:53",109,101.13.241.69,,,,
男,50-60歲,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,"2019-03-06 14:01:37",76,42.72.71.224,,,,
女,40-50歲,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,,"2019-03-06 22:14:56",103,27.242.99.9,,,,
男,30-40歲,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,"2019-03-07 09:51:46",60,223.140.18.132,,,,
女,40-50歲,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,"2019-03-07 10:43:26",59,223.140.166.26,,,,
女,30-40歲,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-07 10:43:35",85,49.216.1.28,,,,
男,30-40歲,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"2019-03-07 12:08:27",79,128.199.204.42,,,,
女,30-40歲,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,,"2019-03-07 12:17:21",85,223.138.203.186,,,,
女,30-40歲,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,,"2019-03-07 15:45:33",112,111.71.73.69,,,,
男,40-50歲,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,辣椒、米酒,"2019-03-07 18:56:42",101,59.125.191.211,,,,
女,40-50歲,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-07 19:34:14",153,1.200.195.204,,,,
男,30-40歲,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,,"2019-03-07 21:04:57",61,101.9.18.31,,,,
女,20-30歲,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,,"2019-03-08 05:12:02",46,36.236.25.4,,,,
女,30-40歲,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,甜椒,"2019-03-08 10:41:29",51,61.216.137.200,,,,
女,30-40歲,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,"2019-03-08 11:00:02",954,1.161.41.104,,,,
女,30-40歲,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-08 11:03:10",107,180.177.96.214,,,,
女,30-40歲,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,,"2019-03-08 11:05:24",67,123.192.88.28,,,,
女,30-40歲,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-08 11:07:41",28,110.50.178.214,,,,
女,40-50歲,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,"2019-03-08 11:10:13",41,1.163.24.228,,,,
男,30-40歲,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,"2019-03-08 11:17:46",46,42.73.22.216,,,,
女,30-40歲,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,,"2019-03-08 12:05:01",53,72.93.241.123,,,,
女,50-60歲,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,,"2019-03-08 12:17:15",94,42.72.42.162,,,,
女,20-30歲,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,青菜、海鮮,"2019-03-08 12:28:30",309,150.116.48.119,,,,
女,30-40歲,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,,"2019-03-08 13:27:46",65,123.192.89.77,,,,
女,30-40歲,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,蔬菜,"2019-03-08 13:31:58",67,70.95.3.60,,,,
男,40-50歲,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,水果,"2019-03-08 13:33:59",100,140.115.145.104,,,,
女,30-40歲,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-08 13:42:24",37,112.105.38.2,,,,
女,30-40歲,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,,"2019-03-08 13:59:34",53,36.239.31.133,,,,
女,60歲以上,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-08 14:04:11",254,101.15.192.212,,,,
女,30-40歲,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,牛奶,"2019-03-08 14:07:48",81,39.10.135.243,,,,
女,20-30歲,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,,"2019-03-08 14:18:44",54,180.204.215.51,,,,
女,30-40歲,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,,"2019-03-08 14:25:56",53,118.167.2.27,,,,
女,30-40歲,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,"2019-03-08 14:33:00",68,101.12.196.64,,,,
女,30-40歲,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-08 14:45:10",37,49.159.151.147,,,,
女,30-40歲,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-08 15:15:55",34,111.71.73.209,,,,
女,30-40歲,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,紅蘿蔔、蛤蠣、綠色葉菜、玉米,"2019-03-08 15:31:30",105,122.116.190.31,,,,
女,30-40歲,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,,"2019-03-08 15:49:22",61,122.117.195.140,,,,
女,30-40歲,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,,"2019-03-08 16:02:08",248,36.238.35.14,,,,
女,60歲以上,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,,"2019-03-08 16:30:21",136,114.136.77.10,,,,
女,60歲以上,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-08 16:38:24",272,114.36.143.246,,,,
女,60歲以上,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,,"2019-03-08 16:42:21",120,220.136.108.82,,,,
男,30-40歲,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-08 16:45:31",61,31.30.171.170,,,,
男,30-40歲,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,,"2019-03-08 16:46:24",125,210.203.23.126,,,,
女,60歲以上,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,"2019-03-08 17:15:29",152,58.114.191.75,,,,
女,30-40歲,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,"2019-03-08 17:33:54",134,223.137.222.62,,,,
男,30-40歲,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,蔬菜豆腐,"2019-03-08 17:43:52",48,140.110.225.15,,,,
女,30-40歲,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,"2019-03-08 18:00:41",37,111.71.73.209,,,,
女,60歲以上,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,,"2019-03-08 18:14:32",90,223.136.142.113,,,,
女,30-40歲,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,,"2019-03-08 18:30:28",111,49.216.227.169,,,,
女,60歲以上,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,,"2019-03-08 18:32:59",84,180.177.13.59,,,,
男,30-40歲,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,,"2019-03-08 18:33:35",46,49.215.196.233,,,,
男,30-40歲,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,"2019-03-08 19:55:45",52,111.71.86.121,,,,
女,30-40歲,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-08 20:08:00",334,114.136.231.86,,,,
女,60歲以上,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,"2019-03-08 20:27:35",158,61.228.170.212,,,,
女,40-50歲,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,"2019-03-08 20:45:29",93,219.68.60.156,,,,
女,40-50歲,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,,"2019-03-08 20:47:40",44,49.216.0.221,,,,
女,40-50歲,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,,"2019-03-08 21:29:53",117,124.218.28.79,,,,
男,30-40歲,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,,"2019-03-08 23:23:04",56,1.173.16.52,,,,
女,40-50歲,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,馬鈴薯，紅蘿蔔，青菜類,"2019-03-08 23:40:49",244,119.14.89.152,,,,
女,30-40歲,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,"2019-03-09 13:16:24",72,106.133.52.125,,,,
女,30-40歲,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,"2019-03-09 14:13:44",34,111.71.73.209,,,,
女,30-40歲,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,"2019-03-09 22:31:05",60,27.247.0.105,,,,
女,30-40歲,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,,"2019-03-10 09:46:18",62,180.218.244.21,,,,
女,30-40歲,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,"2019-03-10 17:32:16",71,42.76.205.134,,,,
女,30-40歲,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,,"2019-03-11 10:58:34",142,1.34.37.103,,,,
